brand,category_l1,category_l2,category_l3,gl_account,amount,year_month
MLB KIDS,기타영업비,저장품사용(쇼핑백/사은품),소모품비_쇼핑백사용,소모품비_쇼핑백사용,67429,202510
MLB KIDS,기타영업비,저장품사용(쇼핑백/사은품),소모품비_쇼핑백사용(조정값),기타매출_저장품,-59639385,202510
MLB KIDS,기타영업비,저장품사용(쇼핑백/사은품),소모품비_쇼핑백사용(조정값),매출원가_기타_저장품,93014470,202510
MLB KIDS,샘플대(제작/구입),샘플대(제작/구입),샘플구입대,샘플구입대_국내,221421,202510
MLB KIDS,샘플대(제작/구입),샘플대(제작/구입),소모품비_샘플대,소모품비_샘플대,49556080,202510
MLB KIDS,샘플대(제작/구입),샘플대(제작/구입),소모품비_샘플대,소모품비_샘플대_재고대체,135349,202510
MLB KIDS,인건비,인건비,급료와 임금,급료와임금,244015984,202510
MLB KIDS,인건비,인건비,급료와 임금,제수당,100110663,202510
MLB KIDS,인건비,인건비,복리후생비_의료/건강,복리후생비_고용보험,2399114,202510
MLB KIDS,인건비,인건비,복리후생비_의료/건강,복리후생비_산재보험,1591368,202510
MLB KIDS,인건비,인건비,복리후생비_의료/건강,복리후생비_의료보험,12131250,202510
MLB KIDS,인건비,인건비,세금과공과_국민연금,세금과공과_국민연금,12111740,202510
MLB KIDS,인건비,인건비,퇴직급여,퇴직급여충당금전입액,38962094,202510
MLB KIDS,자가임차료(사옥),자가임차료(사옥),자가임차료,지급임차료_자가임차료,111207000,202510
MLB KIDS,지급수수료,지급수수료,지급수수료_IT사용료,지급수수료_IT사용료,2854967,202510
MLB KIDS,지급수수료,지급수수료,지급수수료_IT유지보수비,지급수수료_IT유지보수비,472500,202510
MLB KIDS,지급수수료,지급수수료,지급수수료_기타,지급수수료_기타,17366644,202510
MLB KIDS,지급수수료,지급수수료,지급수수료_기타,지급수수료_수출입관련,43430,202510
MLB KIDS,지급수수료,지급수수료,지급수수료_기타,지급수수료_지급용역비,13668464,202510
MLB KIDS,지급수수료,지급수수료,지급수수료_리스료(차량제외),지급수수료_렌탈료(차량제외),657422,202510
MLB KIDS,지급수수료,지급수수료,지급수수료_보안,지급수수료_보안,493900,202510
MLB KIDS,지급수수료,지급수수료,지급수수료_인사채용,지급수수료_인사채용,11000000,202510
MLB KIDS,지급수수료,지급수수료,지급수수료_퀵서비스,지급수수료_퀵서비스,1421000,202510
MLB KIDS,지급수수료,지급수수료_기타,지급수수료_물류운송비,지급수수료_물류운송비,1123010,202510
SERGIO TACCHINI,VMD/ 매장보수대,VMD/ 매장보수대,소모품비_VMD소모품,소모품비_VMD소모품,12475586,202510
SERGIO TACCHINI,VMD/ 매장보수대,VMD/ 매장보수대,지급수수료_매장보수대,지급수수료_매장보수대,5292700,202510
SERGIO TACCHINI,광고선전비,광고선전비,(E-BIZ)광고선전비_매체광고,(E-BIZ)광고선전비_매체광고,1320605,202510
SERGIO TACCHINI,광고선전비,광고선전비,(E-BIZ)광고선전비_촬영/기타,(E-BIZ)광고선전비_촬영/기타,19982545,202510
SERGIO TACCHINI,광고선전비,광고선전비,광고선전비_PR/홍보,광고선전비_PR/홍보,5000000,202510
SERGIO TACCHINI,광고선전비,광고선전비,광고선전비_기타,광고선전비_기타,12163196,202510
SERGIO TACCHINI,광고선전비,광고선전비,광고선전비_기타,광고선전비_물류_재고대체,289727,202510
SERGIO TACCHINI,광고선전비,광고선전비,광고선전비_매체집행_온라인,광고선전비_매체집행_온라인,137486037,202510
SERGIO TACCHINI,광고선전비,광고선전비,광고선전비_모델료,광고선전비_모델료,16393443,202510
SERGIO TACCHINI,광고선전비,광고선전비,광고선전비_콘텐츠제작,광고선전비_콘텐츠제작,13800000,202510
SERGIO TACCHINI,광고선전비,광고선전비,광고선전비_협찬/제휴,광고선전비_물류,128997,202510
SERGIO TACCHINI,광고선전비,광고선전비,광고선전비_협찬/제휴,광고선전비_협찬/제휴,48346000,202510
SERGIO TACCHINI,기타영업비,감가상각비(매장외),감가상각비_일반,감가상각비_공기구비품,7406576,202510
SERGIO TACCHINI,기타영업비,감가상각비(매장외),무형자산상각비,감가상각비_소프트웨어,333900,202510
SERGIO TACCHINI,기타영업비,기타비용,보험료,보험료_보증보험료,5266,202510
SERGIO TACCHINI,기타영업비,기타비용,보험료,보험료_화재보험료,64964,202510
SERGIO TACCHINI,기타영업비,기타비용,소모품비_MRO(사무용품),소모품비_MRO(사무용품),354191,202510
SERGIO TACCHINI,기타영업비,기타비용,소모품비_MRO(전산소모품),소모품비_MRO(전산소모품),144081,202510
SERGIO TACCHINI,기타영업비,기타비용,소모품비_기타,소모품비_부서,3558000,202510
SERGIO TACCHINI,기타영업비,기타비용,소모품비_전산소모품,소모품비_전산소모품,1416802,202510
SERGIO TACCHINI,기타영업비,기타비용,수도광열비,수도광열비,793181,202510
SERGIO TACCHINI,기타영업비,기타비용,접대비,접대비_현물,86544,202510
SERGIO TACCHINI,기타영업비,기타비용,접대비,접대비_현물_재고대체,228220,202510
SERGIO TACCHINI,기타영업비,기타비용,지급임차료_기타,지급임차료_창고,870400,202510
SERGIO TACCHINI,기타영업비,기타비용,통신비_기타,통신비_기타,132990,202510
SERGIO TACCHINI,기타영업비,기타비용,통신비_비즈크로샷,통신비_CRM,76834,202510
SERGIO TACCHINI,기타영업비,복리비/차량/핸드폰,복리후생비_MRO,복리후생비_MRO,233877,202510
SERGIO TACCHINI,기타영업비,복리비/차량/핸드폰,복리후생비_경조사비,복리후생비_경조사비,400000,202510
SERGIO TACCHINI,기타영업비,복리비/차량/핸드폰,복리후생비_기타,복리후생비_직원구매,-59000,202510
SERGIO TACCHINI,기타영업비,복리비/차량/핸드폰,복리후생비_부서,복리후생비_부서,759729,202510
SERGIO TACCHINI,기타영업비,복리비/차량/핸드폰,복리후생비_식대,복리후생비_직원식대,2406700,202510
SERGIO TACCHINI,기타영업비,복리비/차량/핸드폰,복리후생비_식대,복리후생비_회식대,777812,202510
SERGIO TACCHINI,기타영업비,복리비/차량/핸드폰,복리후생비_식대,복리후생비_회의비,694743,202510
SERGIO TACCHINI,기타영업비,복리비/차량/핸드폰,차량유지비,차량유지비_차량보조,1650000,202510
SERGIO TACCHINI,기타영업비,복리비/차량/핸드폰,통신비_휴대폰지원,통신비_휴대폰지원,520000,202510
SERGIO TACCHINI,기타영업비,수선비,수선비_기타,수선비_기타,5000,202510
SERGIO TACCHINI,기타영업비,여비교통비,여비교통비_시내교통비,여비교통비_시내교통비,479100,202510
SERGIO TACCHINI,기타영업비,여비교통비,여비교통비_해외출장비,여비교통비_해외출장비,5527861,202510
SERGIO TACCHINI,기타영업비,저장품사용(쇼핑백/사은품),소모품비_마네킨사용외,소모품비_마네킨사용외,318826,202510
SERGIO TACCHINI,기타영업비,저장품사용(쇼핑백/사은품),소모품비_사은품사용,소모품비_사은품사용,15429240,202510
SERGIO TACCHINI,기타영업비,저장품사용(쇼핑백/사은품),소모품비_쇼핑백사용,소모품비_쇼핑백사용,3451509,202510
SERGIO TACCHINI,기타영업비,저장품사용(쇼핑백/사은품),소모품비_옷걸이사용,소모품비_옷걸이사용,640000,202510
SERGIO TACCHINI,샘플대(제작/구입),샘플대(제작/구입),샘플구입대,샘플구입대_국내,893940,202510
SERGIO TACCHINI,샘플대(제작/구입),샘플대(제작/구입),소모품비_샘플대,소모품비_샘플대,8708188,202510
SERGIO TACCHINI,인건비,인건비,급료와 임금,급료와임금,83844246,202510
SERGIO TACCHINI,인건비,인건비,급료와 임금,제수당,60631900,202510
SERGIO TACCHINI,인건비,인건비,복리후생비_의료/건강,복리후생비_고용보험,1059607,202510
SERGIO TACCHINI,인건비,인건비,복리후생비_의료/건강,복리후생비_산재보험,702853,202510
SERGIO TACCHINI,인건비,인건비,복리후생비_의료/건강,복리후생비_의료보험,5609780,202510
SERGIO TACCHINI,인건비,인건비,세금과공과_국민연금,세금과공과_국민연금,3948590,202510
SERGIO TACCHINI,인건비,인건비,잡급,잡급,4435987,202510
SERGIO TACCHINI,인건비,인건비,퇴직급여,퇴직급여충당금전입액,13414631,202510
SERGIO TACCHINI,자가임차료(사옥),자가임차료(사옥),자가임차료,지급임차료_자가임차료,93970000,202510
SERGIO TACCHINI,지급수수료,지급수수료,지급수수료_IT사용료,지급수수료_IT사용료,3031935,202510
SERGIO TACCHINI,지급수수료,지급수수료,지급수수료_기타,지급수수료_기타,440282,202510
SERGIO TACCHINI,지급수수료,지급수수료,지급수수료_기타,지급수수료_수출입관련,1313092,202510
SERGIO TACCHINI,지급수수료,지급수수료,지급수수료_기타,지급수수료_지급용역비,11369208,202510
SERGIO TACCHINI,지급수수료,지급수수료,지급수수료_리스료(차량제외),지급수수료_렌탈료(차량제외),328711,202510
SERGIO TACCHINI,지급수수료,지급수수료,지급수수료_보안,지급수수료_보안,1417776,202510
SERGIO TACCHINI,지급수수료,지급수수료,지급수수료_온라인몰운영비,지급수수료_온라인몰운영비,12000000,202510
SERGIO TACCHINI,지급수수료,지급수수료,지급수수료_인사채용,지급수수료_인사채용,29000000,202510
SERGIO TACCHINI,지급수수료,지급수수료,지급수수료_재고조사,지급수수료_재고조사,1192380,202510
SERGIO TACCHINI,지급수수료,지급수수료,지급수수료_퀵서비스,지급수수료_퀵서비스,436000,202510
